Date,Open,High,Low,Close,Volume,Moving_Avg_10
2023-04-03,404.31401944675895,343.09471795154366,181.50658365107563,259.61412705697387,4856,301.4112843353948
2023-04-04,324.5108790277985,305.0754044066034,309.3318524778965,435.9206426657707,2887,311.4999137575958
2023-04-05,408.3868719818244,192.26792468710346,214.85518323383022,175.41624229970046,1143,290.99595421086684
2023-04-06,297.5182385457563,170.6112128022033,417.14176761353576,368.9841992100115,1015,290.6898987139891
2023-04-07,309.0931317527976,188.19448362807015,331.03734635246303,490.8027817755774,4373,313.44410925687896
2023-04-08,271.0164073434198,174.5753048577018,353.8329670201215,140.7572403491747,3470,316.90403762414405
2023-04-09,110.16765069763808,411.83378942670134,419.16566384635763,103.32797689087681,1244,293.9197930410612
2023-04-10,143.15657079732176,240.05010366669205,258.38818906498193,273.43311705304575,1926,301.13904317918144
2023-04-11,112.5716742746937,123.13707062535855,466.03602736281726,137.05019322054687,4178,286.8338926555205
2023-04-12,354.56416450551217,487.64105205632455,313.211546898456,399.3537398704925,4159,278.46602603921707
2023-04-13,225.74239243053069,453.5143539853703,163.1819291341392,465.81946553942356,3176,299.08655988746204
2023-04-14,303.42827646588114,471.10091327808516,378.359647267521,273.60838908350354,1906,282.8553345292353
2023-04-15,463.0265895704372,497.9631290585741,417.3045401753018,203.4846568621764,1886,285.6621759854829
2023-04-16,199.71689165954996,169.55809968779494,226.70467082701066,273.7613276026439,1340,276.13988882474615
2023-04-17,264.1531692142519,258.4968075610635,442.8717027995012,389.3791271400004,3051,265.9975233611884
2023-04-18,402.22045541721945,403.2953902816365,462.45730190630655,103.6216646321484,4398,262.2839657894858
2023-04-19,191.51926619664897,378.4082472215169,210.7617949511236,335.78159579387886,2433,285.529327679786
2023-04-20,130.7919639315172,161.55836253594202,493.4085890860888,345.3166739549516,4950,292.71768336997656
2023-04-21,215.90058116550722,426.3332499962471,156.28461121950338,355.0752987583742,1305,314.52019392375934
2023-04-22,164.48851490160177,189.77622873466427,180.806267360996,196.8088319923509,1907,294.2657031359452
2023-04-23,471.87906093702924,189.52704592904922,173.68993569521047,385.6210893512507,3654,286.2458655171279
2023-04-24,423.2481518257668,314.7897691573654,457.59588400314817,136.55659453271056,4792,272.5406860620486
2023-04-25,353.36150260416935,337.17597393668126,361.71702092998476,179.70813458672032,4296,270.163033834503
2023-04-26,448.58423607508706,332.03448313512445,160.84171328890915,450.98801866179275,2371,287.88570294041784
2023-04-27,421.4688307596458,136.59473495910194,276.12936734733955,395.48926029062653,4039,288.49671625548046
2023-04-28,174.62802355441434,450.98434505215215,346.1192100279208,105.4982216045381,1320,288.68437195271946
2023-04-29,457.0235993959911,206.24001703548242,133.38563399575332,199.35050414792008,1558,275.0412627881236
2023-04-30,315.7368967662603,151.80596851312168,452.9665473629355,185.76259319726583,2204,259.08585471235494
2023-05-01,422.976062065625,455.4992319475909,421.44141417661405,208.32253121478902,3665,244.41057795799648
2023-05-02,458.4365199693973,482.26059929190137,302.0827094306553,199.02390811195457,3758,244.6320855699568
2023-05-03,227.20138998874555,444.8510469061803,486.85064610366817,125.0105182971383,2409,218.57102846454563
2023-05-04,144.0207698110707,423.80642988995123,267.10439171003986,283.57620663872814,2641,233.27298967514736
2023-05-05,191.17406501677667,362.0967922556087,493.64412761459914,393.09338991446606,4863,254.6115152079219
2023-05-06,270.8431154505025,320.3429482436557,367.16799952145084,342.69268988697456,4843,243.7819823304401
2023-05-07,427.20590636899726,134.79470396456406,353.8685093015766,369.14866743923193,2131,241.14792304530064
2023-05-08,444.2922333025374,263.38128522827947,166.381958118314,132.45967141449566,3578,243.84406802629638
2023-05-09,102.78085221247628,249.0754068049256,452.7711033218576,480.5962840707149,3457,271.9686460185759
2023-05-10,304.2989210310263,203.9015135041305,270.9958751682461,435.3967335372099,4367,296.9320600525703
2023-05-11,266.9644012595116,389.368045475434,164.89336231299174,422.0361273982651,1817,318.3034196709179
2023-05-12,188.8431241882921,298.3502940315083,105.04300799030362,429.193522016707,2194,341.32038106139316
2023-05-13,147.94614693347313,132.41848636305917,323.902273455353,473.08420325310453,4402,376.1277495569898
2023-05-14,235.0460685614512,188.07328077992452,310.95984884907057,317.70158644547905,3540,379.5402875376649
2023-05-15,477.16388156500767,373.30350546383835,387.7414489476634,180.11280714705038,4266,358.2422292609233
2023-05-16,229.2811728083021,130.4523437961201,456.10322120712084,346.71344314101646,1011,358.64430458632745
2023-05-17,307.51624869734644,440.48276561950746,131.76263385721182,397.1525974671756,1194,361.44469758912186
2023-05-18,381.2075835580711,298.05861080558975,392.5985961361449,395.16695734161016,3537,387.7154261818333
2023-05-19,245.4518409517176,292.2346309306592,174.9647776390329,308.57960966675205,3842,370.513758741437
2023-05-20,488.7128330883843,336.96311386380705,443.2708212628656,127.38348773343122,3928,339.71243416105915
2023-05-21,484.9789179768445,429.87238637005964,427.62540554466244,248.44517537205112,3229,322.3533389584378
2023-05-22,200.71291833014567,239.12368316087722,316.31750199421776,468.3066433853429,4009,326.26465109530136
2023-05-23,298.89940235695417,371.2064610236254,384.0971194493246,333.7795639029704,4888,312.33418716028797
2023-05-24,220.35132392670786,326.2927855983164,225.74004527349936,315.33277730228536,1655,312.0973062459685
2023-05-25,213.93619775098705,206.81130806776852,288.46715957312585,207.5414057528774,2921,314.84016610655124
2023-05-26,114.75477894181311,451.4519945420632,428.65475908418864,247.37956796663156,4387,304.90677858911283
2023-05-27,343.82573359195874,418.97040864277125,283.70607886928553,458.1384356612677,3741,311.005362408522
2023-05-28,301.07160929154463,363.3807338633702,243.1193061301767,366.5852190107343,3077,308.14718857543437
2023-05-29,120.59150049999573,440.23269163769675,297.68497890012,414.95481070093314,2619,318.78470867885255
2023-05-30,211.45858569464457,446.9176803839209,431.29970097488734,281.73816922706203,4749,334.2201768282156
2023-05-31,463.3063543866615,383.3451906860139,234.0832189483491,352.0988877824632,4867,344.5855480692568
2023-06-01,195.82475626678897,434.8053313454688,169.5046372542975,199.35344349728302,4864,317.6902280804508
2023-06-02,157.95794883648924,378.98858466771344,384.80560813231233,382.18433211339453,2119,322.5307049014932
2023-06-03,295.78110411102523,372.05630870412017,430.39128508323273,271.04053348133493,4452,318.1014805193982
2023-06-04,494.2601816442403,347.44455128607376,140.25499140941332,277.0182059258982,1777,325.04916053670024
2023-06-05,196.82210860460015,401.0866558230565,195.94964510237787,359.7289298307527,1443,336.2840967231124
2023-06-06,368.8542189623514,163.44204211722948,156.78879590439755,474.51224858757064,1297,337.92147801574265
2023-06-07,404.64784613148703,452.34830367957136,239.17656463286664,125.60253864344837,1807,313.82320997901405
2023-06-08,195.05501759695989,448.7374110980928,280.14039156216506,429.89729493880304,2760,315.31745840280104
2023-06-09,391.2865394447438,111.69891321382366,399.5305347853226,216.95324416487725,1844,308.8389658965826
2023-06-10,247.11325308770128,430.3267002259051,360.45903395266964,277.56778180255117,2015,301.38585529859137
2023-06-11,352.92233223743176,151.5479469893781,348.37142699137246,108.76533151000358,2384,292.32704409986343
2023-06-12,353.41188430435784,234.04754170365675,240.94997864386175,220.41843113372522,2397,276.1504540018965
2023-06-13,314.3098736299034,397.4033025166431,436.579021233904,301.0524970520522,1553,279.15165035896825
2023-06-14,136.11590802176332,164.3039584193233,288.5148669592658,122.4704309389756,3350,263.69687286027596
2023-06-15,434.1209982356952,427.1868096476249,491.64197520606183,296.43829175326607,1420,257.3678090525273
2023-06-16,228.31202598869433,432.85367118309676,353.65685531829473,470.84425154337094,2269,257.00100934810735
2023-06-17,174.6074041599417,302.9870935043345,150.50589662580109,142.15728724312208,4791,258.65648420807474
2023-06-18,116.31005662190557,102.55434868673343,370.4710248301736,405.77629123020176,2260,256.24438383721457
2023-06-19,336.35717727529675,214.81525326996513,230.0416061726796,263.86842135039706,4605,260.9359015557666
2023-06-20,371.02574473691294,346.77076735029686,374.53087867443895,362.0694858097352,1184,269.38607195648495
2023-06-21,106.63513157114247,492.4744712109694,127.8564592649623,204.09463919409174,1467,278.9190027248938
2023-06-22,304.8372233197124,352.72541080666736,169.95257487038376,163.79690501654332,3801,273.2568501131756
2023-06-23,190.59831007917518,203.9214324256639,442.2949035623145,164.18504570849058,3410,259.5701049788194
2023-06-24,358.06911616377994,353.6022812398445,190.87182280940596,128.19677825725785,2306,260.1427397106477
2023-06-25,169.74657160199658,315.9941518863422,434.816450097176,174.2586819604972,2576,247.92477873137076
2023-06-26,376.37509524098635,411.93815806045745,211.71043538176417,365.6877539955873,1335,237.4091289765924
2023-06-27,254.69413852021495,142.79225553078336,357.1527640234831,452.67624473740324,3209,268.4610247260205
2023-06-28,474.6919954946938,404.4111610008112,377.6602294039324,425.6502742364647,4231,270.4484230266468
2023-06-29,155.0083776583973,316.5066314704441,305.0619012580212,374.05372394979366,2497,281.4669532865865
2023-06-30,236.4265404201034,485.19680154359787,222.1242706786925,144.17274536444108,4672,259.67727924205707
2023-07-01,145.38940849623563,236.74886641547442,185.05775054843843,215.67497851837993,4393,260.83531317448586
2023-07-02,469.8774473114251,353.04875725357925,113.27574182497048,223.9227501289876,3059,266.84789768573035
2023-07-03,450.9357413523924,472.811242204007,221.57856049628953,199.98277855904848,2447,270.4276709707861
2023-07-04,203.17665108606224,141.0038911962717,361.2651162125132,306.0022638838892,4144,288.2082195334492
2023-07-05,363.99361841367164,474.89139489458046,475.32192737939306,314.221525951869,1587,302.2045039325864
2023-07-06,426.88888008048633,375.1542889203253,448.4817929052208,242.75439006844408,2881,289.91116753987205
2023-07-07,322.0803246397849,127.13482364206877,406.42591061412105,241.5156634945744,1200,268.79510941558925
2023-07-08,311.8602313424026,220.3854267787265,415.37893730131947,431.42223916243256,1521,269.372305908186
2023-07-09,196.74091636018068,383.2688354581126,365.9939613903981,415.71713932787424,2887,273.53864744599406
2023-07-10,137.2411071223597,126.94024058750868,204.1147430264012,223.11833267229827,3552,281.4332061767798
2023-07-11,458.8863031813307,332.8681840705093,462.87801228233195,465.5153775493037,4809,306.41724607987214
2023-07-12,460.1672228653322,238.3532227811827,368.2929247623336,481.1260068010024,2711,332.1375717470736
2023-07-13,353.24058290930714,348.3662071069908,324.17625239217597,230.69701681201633,1787,335.20899557237044
2023-07-14,235.61191641948028,118.29681352500515,144.39578768539243,241.76997951722194,4110,328.7857671357037
2023-07-15,239.68382984506437,448.61472246095053,278.82221752257016,302.2536613687835,1059,327.5889806773951
2023-07-16,390.38227154809573,489.3955876709588,284.14330848077054,476.4483250134694,1577,350.9583741718976
2023-07-17,458.84410398103086,487.5511421142766,445.82544380906796,450.5277732569246,1320,371.8595851481327
2023-07-18,454.8345697060469,399.8607326971699,318.6592880751154,141.02718503343593,2458,342.820079735233
2023-07-19,411.9502183430495,152.0344960522528,252.16021958816387,257.09229730856646,4707,326.95759553330225
2023-07-20,356.8126584617151,403.305278371609,490.7201314042637,321.34847589990875,4747,336.7806098560633
2023-07-21,133.65598599801953,109.8347665835206,144.28823733052627,301.25298902061604,4479,320.35437100319456
2023-07-22,164.6514856378455,108.8494206115989,269.0193713247778,177.5452271747571,3037,289.99629304057
2023-07-23,459.4216754108317,229.4440876598165,116.80987006856212,443.52670846726187,1922,311.2792622060946
2023-07-24,342.57162386383595,295.4572761618663,395.96164830677213,370.77631319873495,2409,324.1798955742459
2023-07-25,103.67882064665186,408.16296712311726,467.23062087966025,435.16334994072145,2694,337.4708644314397
2023-07-26,140.58861714641284,373.31815064260206,212.01493182019578,443.50571173978886,1568,334.17660310407166
2023-07-27,365.40070764322235,278.36108255069934,443.33667071964834,399.3423414662959,2101,329.0580599250087
2023-07-28,102.02463353848748,209.45066651266634,216.8872921847591,275.6842404998869,4265,342.52376547165386
2023-07-29,164.32322056699945,498.84980006308444,464.3080646575661,344.2187020061698,4356,351.23640594141415
2023-07-30,319.49351574663444,270.47252089438916,401.5847614387136,164.14616244789727,1526,335.51617459621303
2023-07-31,376.7580790770773,280.5548097318702,421.96271073657545,369.4581669899631,3571,342.3366923931477
2023-08-01,360.7845038010402,165.44952847666767,107.2026222401818,171.7013022957123,3660,341.75229990524326
2023-08-02,189.7077237842239,417.9238194999717,485.1241428296104,377.5798362040627,4227,335.15761267892333
2023-08-03,384.8716885390144,377.47289031259544,390.6683968281293,191.83926430158746,4411,317.26390778920853
2023-08-04,194.89963499872005,188.30784511550416,221.90043815445333,147.020520060088,3172,288.4496248011452
2023-08-05,230.1598792637071,132.95241824633706,431.7578659435388,166.11379605718298,1870,260.71043323288467
2023-08-06,398.59656204720966,372.1997208298852,212.608479365972,100.7968540876281,1279,230.85588449501788
2023-08-07,359.85315961888585,361.8044857124541,449.1015358264512,387.49584714141207,3964,242.0370451591704
2023-08-08,439.6893641976712,209.30381079928372,145.0321561647748,392.96041962335164,4977,246.91121692088853
2023-08-09,363.04515692013734,480.3454249001641,381.4743909843183,305.9733399653038,3669,261.0939346726292
2023-08-10,327.32344133418866,160.42315671236008,316.27939065796414,164.54512042215347,3893,240.60263001584826
2023-08-11,137.469907131237,272.9339204170408,138.61378807817633,133.4217350042759,2892,236.77467328670463
2023-08-12,247.0863212237734,477.44636806703954,196.7575313035356,107.6515865749148,4729,209.78184832378983
2023-08-13,206.08094707269018,267.8909267704489,104.96161451092591,166.2992707860883,2751,207.2278489722399
2023-08-14,197.5958573516334,355.41037906563423,287.5071861858023,456.34221399325867,4981,238.16001836555697
2023-08-15,489.2042219009782,259.0377591851177,220.50610430400013,196.6147366806727,1673,241.21011242790595
2023-08-16,257.23908986670415,209.686080939468,339.34299371910356,241.70853088688625,2151,255.3012801078318
2023-08-17,456.8186220708453,493.5910591839313,218.8951230834469,142.1381937925333,3361,230.76551477294387
2023-08-18,352.45545039890516,263.7336025260172,219.96764460279388,188.94452189926812,1331,210.36392500053552
2023-08-19,417.9245214166594,457.6396814716538,397.27727949264136,307.68982831208206,2173,210.53557383521337
2023-08-20,301.0548372420768,191.98184235643447,119.25713439134138,343.10107323826105,3039,228.39116911682413
2023-08-21,330.76155385054363,185.24188161003332,461.1579980767949,198.1409256664844,2477,234.86308818304497
2023-08-22,297.00707752754556,112.45363315380455,440.90554975647257,123.09286369004688,1035,236.40721589455816
2023-08-23,178.09719511921782,360.666730150354,367.12187329056263,256.41314765095944,2708,245.41860358104526
2023-08-24,388.9808461046021,247.41053748950446,337.28862804295375,193.68134837053367,2443,219.15251701877278
2023-08-25,212.30894497634233,445.7432999358548,456.9209992558609,187.82156929192078,4093,218.2732002798976
2023-08-26,109.72638657258153,289.2839626766229,174.1320718114858,483.9451210853821,3253,242.4968592997472
2023-08-27,358.1889183628671,487.27737116588867,131.58766487633144,346.52019437028963,3686,262.93505935752285
2023-08-28,170.84427176281957,174.21020628124847,195.80406796381524,322.7513772688384,3895,276.31574489447985
2023-08-29,476.18343374116574,447.44926718224434,417.8313114800761,266.31004140932873,2379,272.1777662042045
2023-08-30,481.5714308010349,410.6387411166967,113.86810669059332,271.5777333720577,1439,265.0254322175842
2023-08-31,465.9457560881794,408.3687378576208,333.1227340333959,316.36200153523237,3776,276.84753980445896
2023-09-01,248.06348010217775,437.9132912467551,498.17500647652395,378.57192281444287,2119,302.39544571689856
2023-09-02,106.18264661154697,404.40959637719953,442.27843753501577,380.8584384727318,3988,314.83997479907583
2023-09-03,471.32742503509013,350.48812865256616,308.5782756174358,168.67756308217983,1163,312.33959627024046
2023-09-04,271.2736593269257,152.49795107295503,125.45636371465693,300.04510083065077,1147,323.5619494241134
2023-09-05,486.6619276174678,113.01047179650077,432.54940575428395,264.7832380136408,4601,301.6457611169393
2023-09-06,485.44799083570115,468.33913912627474,339.59140327088426,448.21078650775365,3341,311.8148203306857
2023-09-07,441.203782186944,346.6601258082952,145.97319882382675,352.56756848735057,1194,314.7964394525369
2023-09-08,217.77955682783426,418.6149163904705,137.5429139293425,313.0016265663927,1662,319.4655979682433
2023-09-09,254.0390914407701,292.60894060502005,463.85072777463694,146.15785687156693,1479,306.9236103181942
2023-09-10,440.45466860674276,146.9232755849578,367.68010517523135,342.25515572936456,4948,309.5129257376075
2023-09-11,226.76880206251107,150.07431688102017,431.7147197267022,146.88156227209336,1122,286.3438896833725
2023-09-12,167.797098674437,374.22611489158857,451.5915601129069,234.88263022630082,2423,271.7463088587294
2023-09-13,322.72050498334005,272.12235795978506,328.70894081932886,157.13678592573274,3746,270.59223114308463
2023-09-14,474.4619096643124,180.2098906801347,306.9785407020165,376.82945880974756,1964,278.2706669409944
2023-09-15,378.4119186699892,296.63781869657475,272.17096412839607,182.50084553446104,4523,270.0424276930764
2023-09-16,328.024468035746,125.68357483005363,226.77863511644773,256.7437492752104,3708,250.89572396982203
2023-09-17,138.8705975083074,332.7885607657595,273.8383843434847,458.26991104751147,4175,261.46595822583816
2023-09-18,346.00289067966787,207.5973617740391,409.55186229206254,181.7265533595881,2778,248.33845090515769
2023-09-19,496.0215400417053,419.02364025487526,340.76937240605264,303.1220255835117,2485,264.03486777635214
2023-09-20,156.0336060946096,224.1447835694295,457.0093159819384,267.7086644664088,4814,256.58021865005657
2023-09-21,307.33186094549467,282.0880596327205,277.35200575167505,107.2496164182919,3014,252.61702406467643
2023-09-22,450.94922877118216,104.64821596324026,342.8358314875016,417.10324542912514,4789,270.83908558495887
2023-09-23,396.30744710168176,128.97875511782354,352.5230212367955,127.6183625258399,1709,267.8872432449696
2023-09-24,378.8062963981072,256.99742256267393,336.67886492253024,289.70200839078143,3443,259.174498203073
2023-09-25,380.9936335948437,291.9755338868494,381.05350923420656,324.27131797557996,1911,273.3515454471849
2023-09-26,243.79646048790207,340.0082192477215,194.97338734992252,351.3705826458348,2360,282.8142287842473
2023-09-27,217.43673770579733,216.6650314837213,304.94551101831627,375.4526517231502,4052,274.53250285181116
2023-09-28,423.74446219140543,377.99275445061704,141.68992112333908,201.30895340908603,4670,276.490742856761
2023-09-29,424.0453578716723,444.0489588756818,253.80453105792503,103.99151066337976,4213,256.5776913647478
2023-09-30,446.8289274320415,411.9403955573399,295.06682744850576,389.3774649419648,3364,268.7445714123034
2023-10-01,465.2962210225885,115.84753013934287,360.889703818189,314.26263973903144,2734,289.44587374437737
2023-10-02,304.5369595443751,292.2027789031316,480.2124210344814,434.4470812828995,4629,291.1802573297548
2023-10-03,300.60651787487984,141.97207136726996,340.26042661934235,428.55534516027774,2823,321.2739555931986
2023-10-04,419.31807158671006,196.81800634501099,397.4375664706239,437.3304671151533,4598,336.03680146563573
2023-10-05,359.98557231110607,494.6650373068586,302.5064237980811,294.03786399181604,2579,333.01345606725937
2023-10-06,380.7867509030813,156.9982171606053,353.6416125505325,233.45135833474626,4472,321.2215336361505
2023-10-07,418.31706777444043,299.55526138054245,128.37288645350938,416.623281036548,1680,325.3385965674903
2023-10-08,456.00213672702654,347.26229372724765,201.7566323367388,280.51764521170196,2333,333.25946574775185
